NUM,LINEA,MAQUINA,COMPONENTE,CONDICION_FALLA,ACCION_INMEDIATA,MAQUINA_1,CAUSA,Minutos_TM,FECHA,SEMANA,RESPONSABLE,TURNO,Aplica
138,LT1,LOAD TEST,Elevadores,Se cae base de elevadores ,"Se sacan tornillos capados, primer turno monta la base.",LT1 LOAD TEST,,30,15/01/2016,2,JAM,3 Tercero,NO
139,LT1,LOAD TEST,Elevadores,Se cae base de elevadores ,Se sacan tornillo capado y se instala nuevo soporte y pistón,LT1 LOAD TEST,,40,15/01/2016,2,AIM,1 Primero,SI
140,L2_CS,COILING FMB46,Resbaladilla,Reparar resbaladilla,Se sacan tornillos caados y se coloca resbaladilla con tornillos nuevos,CS2 COILING FMB46,Operación,60,15/01/2016,2,AIM,1 Primero,NO
141,L1_CS,COLDSET,Conveyor,Resorte atorados,Se desatoran resortes y arranca equipo,CS1 COLDSET,,7,15/01/2016,2,AIM,1 Primero,NO
142,L2_CS,COILING FMB01,Drive,Para hidráulico,Se resetea máquina,CS2 COILING FMB01,,14,15/01/2016,2,AIM,1 Primero,SI
143,L2_CS,ROBOT 2,Gripper,Tornillos capados,Se sacan tornillos y se refrescan las roscas,CS2 ROBOT 2,,7,15/01/2016,2,AIM,1 Primero,SI
144,L2_CS,COILING FMB01,Paro de emergencia,Paro de emergencia activo,Se activa y desactiva paro,CS2 COILING FMB01,,13,15/01/2016,2,AIM,1 Primero,SI
145,L2_CS,COILING FMB01,Decoiler,Posición de carrrera de pistón,Se mueve sensor y se justa la presión,CS2 COILING FMB01,,11,15/01/2016,2,AIM,1 Primero,SI
146,L2_CS,COILING FMB01,Hidráulico,Se apaga hidraulico,Se resetea maquina,CS2 COILING FMB01,,13,15/01/2016,2,JDEM,2 Segundo,SI
147,L2_CS,HOT SET,Kicker 2,Se capan tornillos de paleta,Se cambia tornilleria capada,CS2 HOT SET,,22,15/01/2016,2,JDEM,2 Segundo,SI
148,L1_CS,SHOT PEENER,Elevador de Cangilones,Cajon se encuentra repleto de granalla en la parte inferior y no permite ue suban los cajones,Se abre tapa para liberar la granalla,CS1 SHOT PEENER,Rellenan la maquina cuando esta apagada lo que provoca que se acumule toda la granalla abajo,60,15/01/2016,2,JDEM,2 Segundo,NO
149,L1_DL,ALIGNMENT ROLLERS,Hidráulico,Sin presion en el hidraulico provoca que no arrastre el alambre los rodillos,Se forza valvula hasta que prende hidraulico|,DL ALIGNMENT ROLLERS,,15,15/01/2016,2,JDEM,2 Segundo,SI
150,L1_CS,SHOT PEENER,Manguera de turbina de shot pen,Fuga de granalla,Se cambia manguera con orificio por una nueva,CS1 SHOT PEENER,,13,15/01/2016,2,JDEM,2 Segundo,SI
151,L1_ITW,COOLING TOWER GWK,Bnadas motor superior,Se rompen bandas por deterioro,Se cambian bandas,ITW1 COOLING TOWER GWK,,40,15/01/2016,2,JDEM,2 Segundo,SI
152,L2_CS,FINE PEENER,Cadena,Falla de Cadena de arrastre,Se resetea robot 6 por perder comunicacion,CS2 FINE PEENER,,12,16/01/2016,2,JAM,3 Tercero,SI
153,L2_CS,ROBOT 6,Gripper,Tornillos Capados,Se reemplazan tornillos capados.,CS2 ROBOT 6,,23,16/01/2016,2,JAM,3 Tercero,si
154,L1_PINTURA,CABINA SINGLE COAT,Reciprocadores,Contrapeso atorado en reciprocador,Se retira cubierta y se enderezan soportes estructurales para evitar que el contrapeso golpee el reciprocador,L1_PINTURA CABINA SINGLE COAT,,20,16/01/2016,2,JAM,3 Tercero,NO
155,L1_DL,GENERAL,Paro de Emergencia,Marca paro de emergencia,Se resetean modulos de seguridad,DL GENERAL,,25,16/01/2016,2,JAM,3 Tercero,SI
156,L1_DL,DRAWING,Overhead Rollers,Rodillos levantados mas de 5mm,Se cambian los overhead por tener excesivo desgaste y generar deslizamiento en el alambre.,DL DRAWING,,180,16/01/2016,2,JAM,3 Tercero,SI
157,L1_CS,SHOT PEENER,Tornillo sin fin,Error de monitoreo de revoluciones bucket elevator,Pendiente por cambiar el tornillo sin fin por presentar desgaste severo.,CS1 SHOT PEENER,Tornillo sin fin no agarra granalla y se acumula en fondo de cangilones,120,16/01/2016,2,JAM,3 Tercero,SI
158,L2_CS,STRESS RELIEF OVEN,Charolas,Charolas dañadas,Se cambian charolas,CS2 STRESS RELIEF OVEN,,35,16/01/2016,2,JAM,3 Tercero,SI
159,LT1,LOAD TEST,Drive,Orientación incorrecta del drive,Se corrige orientación del drive.,LT1 LOAD TEST,,10,16/01/2016,2,JAM,3 Tercero,SI
160,L1_CS,SHOT PEENER,Tornillo sin fin suerior,Sin fin muy desgastado,Se hace cambio del tornillo,CS1 SHOT PEENER,,480,16/01/2016,2,JDEM,2 Segundo,NO
161,L2_CS,HOT SET,Conveyor,Tornillo de leva doblado,Se cambia tornillo,CS2 HOT SET,,15,16/01/2016,2,JDEM,2 Segundo,SI
162,L2_CS,ROBOT 2,Gripper,Tornillos de gripper capados,Se sacan tornillos y se cambia tornilleria,CS2 ROBOT 2,,20,16/01/2016,2,JDEM,2 Segundo,SI
163,L2_CS,COILING FMB46,,Falla maquina,Se reinicia,CS2 COILING FMB46,,38,16/01/2016,2,JDEM,2 Segundo,SI
164,L1_DL,DECOILER,Sensor de posición,"Falla rodillo de arrastre, no baja rodillo",Se revisa porque no baja el rodillo. Se encuentra que en la decoiler el sensor de posición incial del giro no funciona. Se cambia el cable,DL DECOILER,Cable de sensor dañado,240,18/01/2016,3,AIM,3 Tercero,SI
165,L2_CS,STRESS RELIEF OVEN,Barrera Fotoelectrica,Barreras del horno ocupadas,Se enderezan charolas y se ajusta la posición de la leva.,CS2 STRESS RELIEF OVEN,,30,18/01/2016,3,AIM,3 Tercero,SI
166,L1_CS,STRESS RELIEF OVEN,Conveyor,Se atoran charolas dañadas dentro del horno,Se liberan atorones y se cambian charolas,CS1 STRESS RELIEF OVEN,,60,18/01/2016,3,JDEM,1 Primero,SI
167,L1_CS,SHOT PEENER,Elevador de Cangilones,Tensión a banda de cangilones,Se le da tension a la banda,CS1 SHOT PEENER,,60,18/01/2016,3,JDEM,1 Primero,SI
168,L2_CS,ROBOT 1,Colisión,Colisiones,"Se hace cambio de bases ""L"" y ""T"", candado y grippers",CS2 ROBOT 1,,18,18/01/2016,3,JDEM,1 Primero,SI
169,L2_CS,COILING FMB46,Sitema,Se ciclo el sistema de la maquina,Se resetea equipo,CS2 COILING FMB46,,19,18/01/2016,3,JDEM,1 Primero,SI
170,L2_CS,HOT SET,Conveyor,Tornillo doblado,Se cambia tornillo,CS2 HOT SET,,7,18/01/2016,3,JDEM,1 Primero,SI
171,L2_CS,ROBOT 3,General,Cambio de ingenieria,"Se hace cambio de 4 grippers con Base ""L"" nueva.",CS2 ROBOT 3,,22,18/01/2016,3,JDEM,1 Primero,NO
172,L2_CS,COILING FMB46,Slider,Pistón amortiguador doblado,Se cambia pistón dañado,CS2 COILING FMB46,,19,18/01/2016,3,JAM,2 Segundo,NO
173,L2_CS,COILING FMB46,Hidráulico,NO funciona banda,Se ajusta la banda.,CS2 COILING FMB46,,15,18/01/2016,3,JAM,2 Segundo,SI
174,L1_CS,FINE PEENER,Conveyor,Resorte atorado en Finepeen,Se desatora resorte,CS1 FINE PEENER,,12,18/01/2016,3,JAM,2 Segundo,SI
175,LT1,LOAD TEST,Kicker,No avanza conveyor,Se ajusta velocidad del kicker,LT1 LOAD TEST,Kicker muy lento ocasiona error,40,18/01/2016,3,JAM,2 Segundo,SI
176,L2_CS,ROBOT 2,General,Robot marca protección de anticolisión. Sensor dañado,"Se realiza cambio de sensor de colision. Aun hace falso contacto, así que se cambia cable y conector.",CS2 ROBOT 2,,80,19/01/2016,3,AIM,3 Tercero,SI
177,L2_CS,ROBOT 3,Gripper,Se cae gripper,"Se machuelea rosca dañada, se reponen tornillos faltantes y se reaprieta tornillería",CS2 ROBOT 3,,18,19/01/2016,3,AIM,3 Tercero,SI
178,L2_CS,COILING FMB46,Drives,Se apaga hidráulico,Se restablece máquina por falla,CS2 COILING FMB46,,13,19/01/2016,3,AIM,3 Tercero,SI
179,L2_CS,COILING FMB46,Drives,Se apaga hidráulico,Se restablece y se enciende máquina,CS2 COILING FMB46,,16,19/01/2016,3,AIM,3 Tercero,SI
180,L1_CS,COILING FUL10,Paro de emergencia,No arranca hidráulico,Se encuentra cable suelto ocasionando que máquina no arranque. Se conecta el cable del sensor de movimiento,CS1 COILING FUL10,Se mueve decoiler y arranca el cable del sensor,35,19/01/2016,3,AIM,3 Tercero,SI
181,L2_ITW,DRIVE ROLLERS 2,Drive,Se amarran rodillos,Se cambia fusible,ITW2 DRIVE ROLLERS 2,fusibles dañados,100,19/01/2016,3,JDEM,1 Primero,SI
182,L2_CS,GENERAL,Grua,No avanza hacia adeante,Se reestablece pastilla botada,CS2 GENERAL,,40,19/01/2016,3,JDEM,1 Primero,SI
183,L2_CS,COILING FMB46,Pitch,Se faulea consecutivamente drive del pitch,Se da nuevo zero al pitch. Se configura parametro de pposicion del encoder desde el drive,CS2 COILING FMB46,,105,19/01/2016,3,JDEM,1 Primero,SI
184,L3_ITW,COOLING TOWER GWK,Bomba de retorno,Fuga ,Se elimin fuga,ITW3 COOLING TOWER GWK,,15,19/01/2016,3,JDEM,1 Primero,NO
185,L1_CS,GENERAL,Tijras cortadoras sinchos,Tijeras rotas,Se soldan soportes nuevos,CS1 GENERAL,,50,19/01/2016,3,JDEM,1 Primero,NO
186,L2_CS,ROBOT 4,Colisión,Resorte atorado en tanque de enfrimiento,Se libera resorte atorado por colision,CS2 ROBOT 4,,12,19/01/2016,3,JDEM,1 Primero,SI
187,L2_CS,STRESS RELIEF OVEN,Barrera Fotoelectrica,No detecta resortes ,Se ajusta altura de las cortinas,CS2 STRESS RELIEF OVEN,,18,19/01/2016,3,JDEM,1 Primero,SI
188,L2_CS,STRESS RELIEF OVEN,Charolas,Colision del robot dobla charolas,Se enderezan charolas. Multiples incidencias,CS2 STRESS RELIEF OVEN,,12,19/01/2016,3,JAM,2 Segundo,SI
189,L2_CS,STRESS RELIEF OVEN,Barrera Fotoelectrica,Falla en cortinas de salida. 2 incidencias,Se resetea drive y se vuelve a poner en posición,CS2 STRESS RELIEF OVEN,,22,19/01/2016,3,JAM,2 Segundo,SI
190,L2_CS,COILING FMB46,Drive,Error de Sercos,Se apaga máquina y se restablecen valores,CS2 COILING FMB46,,12,20/01/2016,3,AIM,3 Tercero,SI
191,L2_CS,FINE PEENER,Guías,Se atora resorte en cadena,Se liberan 6 resortes de deos en interior. Se calientan y s cortaron 2.,CS2 FINE PEENER,,34,20/01/2016,3,AIM,3 Tercero,SI
192,L2_CS,COILING FMB46,Drive,Error de Sercos,Se resetea máquina y continua falla al volver a correr. Se pide que se revisen parámetros y se modifícan por ajustador. Quedo trabajando,CS2 COILING FMB46,Parámetros,39,20/01/2016,3,AIM,3 Tercero,NO
193,L2_CS,FINE PEENER,Guías,Se atora resorte en cadena,Se desatoran resortes y se acomoda la guarda guia por estar vencida hacia adentro.,CS2 FINE PEENER,Guía vencida,50,20/01/2016,3,AIM,3 Tercero,SI
194,L2_CS,ROBOT 3,Gripper,Gripper no sujeta bien el resorte,Se ajustan gripper por estar doblados y  no agarrar bien el resorte.,CS2 ROBOT 3,"La base ""L"" no permite que el gripper agarre bien el resorte por ser más ancha y además coincidir con la espira del resorte. El gripper solo agarra un punto dando oportunidad a que el resorte se mueva sobre un eje.",30,20/01/2016,3,AIM,3 Tercero,NO
195,L2_CS,ROBOT 3,Gripper,Gripper no sujeta bien el resorte,Se cambian dos grippers por estar doblados y no agarrar bien el resorte. Se usan grippers usados,CS2 ROBOT 3,"La base ""L"" no permite que el gripper agarre bien el resorte por ser más ancha y además coincidir con la espira del resorte. El gripper solo agarra un punto dando oportunidad a que el resorte se mueva sobre un eje.",40,20/01/2016,3,AIM,3 Tercero,NO
196,L2_CS,ROBOT 3,Colisión,Colisión de robot 3 por mala sujeción,Se cambian los 4 grippers por nuevos. ,CS2 ROBOT 3,"La base ""L"" no permite que el gripper agarre bien el resorte por ser más ancha y además coincidir con la espira del resorte. El gripper solo agarra un punto dando oportunidad a que el resorte se mueva sobre un eje.",49,20/01/2016,3,AIM,3 Tercero,NO
197,L1_CS,SHOT PEENER,Cortina de neopreno en salida,Colocar cortina para evitr pener golpee operadores,Se coloca cortina,CS1 SHOT PEENER,,120,20/01/2016,3,JDEM,1 Primero,NO
198,L1_CS,ROBOT 2,,Colision,Se retiran resortes empalmados y se coloco robot en posición d home,CS1 ROBOT 2,,7,20/01/2016,3,JDEM,1 Primero,SI
199,FACILITIES,EQUIPOS,Conector de toma corriente,Conector dañdo,Se reemplazan por refacciones,FAC EQUIPOS,,30,20/01/2016,3,JDEM,1 Primero,NO
200,L2_CS,ROBOT 2,Gripper,Se daña block de sensores,Se hace reemplazo del cable,CS2 ROBOT 2,,60,20/01/2016,3,JDEM,1 Primero,SI
201,L2_CS,ROBOT 6,Gripper,Se cae gripper,Se sacan tornillos capados y se colocan nuevos,CS2 ROBOT 6,,29,20/01/2016,3,JDEM,1 Primero,SI
202,L2_CS,Inlet,Cinta transportadora,Falla posición ,Se ajusta posición de conveyor,CS2 Inlet,,12,20/01/2016,3,JDEM,1 Primero,SI
203,L2_CS,COILING FMB01,Aceite hidraulico,Se calienta aceite,Se deja que baje la temperatura de la maquina,CS2 COILING FMB01,Baja presion en el agua,8,20/01/2016,3,JDEM,1 Primero,SI
204,L3_ITW,DRIVE ROLLERS 1,Sensor de presencia de alambre,Cables en el conector desconectados,Se soldan cables,ITW3 DRIVE ROLLERS 1,,15,20/01/2016,3,JDEM,1 Primero,SI
205,L2_ITW,HARDENING,Chiller,Chiller apagado provoca elvacion de la temperatura,Se enciende chiller y se espera a que la temperatura baje de 60 a 20 grados,ITW2 HARDENING,,60,20/01/2016,3,JDEM,1 Primero,SI
206,L3_ITW,GENERAL,Bomba de Retorno,Fuga en bomba de retorno,"Se aprieta union, pero sigue fugando, es necesario cambiarla, ",ITW3 GENERAL,,20,20/01/2016,3,JAM,2 Segundo,NO
207,L1_DL,GENERAL,Lijadoras,No cierran puertas de lijadoras,Se capacita a los técnicos en el procedimiento de la apertura de las puertas,DL GENERAL,,20,20/01/2016,3,JAM,2 Segundo,SI
208,L2_CS,COILING FMB46,Hidráulico,Falla de hidraulico,"Se cambia el drive Indradrive Y y W, se corrigen los probelmas del drive, pero no arranca el hidraulico",CS2 COILING FMB46,,233,20/01/2016,3,JAM,2 Segundo,SI
209,L2_CS,ROBOT 5,Gripper,Se cae gripper,Se isntal gripper. Se machulean las 3 roscas por dañars. Se ajusta gripper posterior por tener tornillería floja.,CS2 ROBOT 5,"Tornillos flojos después de hacer el cambio de base ""L""",21,21/01/2016,3,AIM,3 Tercero,SI
210,L1_PINTURA,CABINA BASE COAT,Reciprocador 2,Se va hasta abajo el reciprocador 2 (hace contacto con el switch de límite) y se faulea la cabina.,"Se ajusta la posición del encoder y se cambia manguera de transmisión entre el motor y el encoder.La falla continua, así que se revisan parámetros y se encontró que la posición de arriba estaba en 1cm y por eso el reciprocador se iba hasta abajo. Se cambia el ""1cm"" por ""180cm"".",L1_PINTURA CABINA BASE COAT,Operador se equivocó al hacer sus ajustes.,27,21/01/2016,3,AIM,3 Tercero,NO
211,L2_CS,COILING FMB46,Hidráulico,No enciende hidráulico,Se revisan fusibles del  hidráulico encontrando 2 dañados. Se instalan los 3 nuevos y se deja el bueno marcado como usado.,CS2 COILING FMB46,,60,21/01/2016,3,AIM,3 Tercero,SI
212,LT1,LOAD TEST,Conveyor,Tornillos dañados,Se cortan tornillos y se instalan nuevos.,LT1 LOAD TEST,,10,21/01/2016,3,AIM,3 Tercero,SI
213,LT1,LOAD TEST,Kicker,Tiempo de movimiento excedido,Se ajusta presión de aire de los kickers.,LT1 LOAD TEST,Baja presión de aire,10,21/01/2016,3,AIM,3 Tercero,SI
214,L2_CS,STRESS RELIEF OVEN,Cadena de arrastre,Se faulea drive de la cadena y se apaga motor de presio de aire,Se rrestablecen motores,CS2 STRESS RELIEF OVEN,,16,21/01/2016,3,JDEM,1 Primero,SI
215,L2_CS,STRESS RELIEF OVEN,Cartina de entrada,Se desajusta cortina,Se ajusta la posicion de la cortina,CS2 STRESS RELIEF OVEN,,6,21/01/2016,3,JDEM,1 Primero,SI
216,L1_ITW,COOLING TOWER GWK,Cooling Water,Falla de Cooling Water,"Se restablece bomba, ",ITW1 COOLING TOWER GWK,,40,21/01/2016,3,JAM,2 Segundo,SI
217,L3_ITW,CIRCOGRAPH,Motor,No enciende Circograph,Se reinicia el circograph y arranca el motor,ITW3 CIRCOGRAPH,,20,21/01/2016,3,JAM,2 Segundo,NO
218,L2_CS,COILING FMB01,Hidráulico,Falla hidraulico,Se reinicia maquina.,CS2 COILING FMB01,,10,21/01/2016,3,JAM,2 Segundo,SI
219,L2_CS,COLDSET,Travesaños,Se dañan travesaños,Se ajusta pistón y se cambian travesaños,CS2 COLDSET,Excesiva altura de estacion elevadora,17,21/01/2016,3,JAM,2 Segundo,SI
220,L2_CS,COILING FMB46,Hidráulico,Se paga hidraulico despues de cortar 2 resortes,Se mueve un poco la flecha del picth por crer que estaba rozando con el pitch con la guía,CS2 COILING FMB46,,45,22/01/2016,3,JDEM,1 Primero,SI
221,L2_CS,COILING FMB46,Hidráulico,Se apaga hidrauliico despues de cortar 2 resortes,Se da nueva referencia del zero a los ejes superiror e inferior,CS2 COILING FMB46,,115,22/01/2016,3,JDEM,1 Primero,SI
222,L2_CS,ROBOT 2,General,No detcta sensor de gripper,Se encuentra cable del sensor desconectado,CS2 ROBOT 2,,13,22/01/2016,3,JDEM,1 Primero,SI
223,LT1,LOAD TEST,Pisador 2 ,No detecta sensor despues de ciertos ciclos,Se encuentra falso contacto en cable del sensor del pisador. Se queda pendiente cambiar cable para 2do turno,LT1 LOAD TEST,,30,22/01/2016,3,JDEM,1 Primero,SI
224,L1_CS,HOT SET,conveyor,No avanza conveyor,"Se monitorean señales de avance, todos los sensores encendidos. Falla continua.",CS1 HOT SET,,30,22/01/2016,3,JAM,2 Segundo,SI
225,LT1,LOAD TEST,Pisador,falla cable de sensor,"Se reemplaza cable, linea operativa",LT1 LOAD TEST,,40,22/01/2016,3,JAM,2 Segundo,SI
226,L2_CS,COILING FMB46,Hidráulico,Falla de hidráulico,Se referencia a cero los ejes y se cambian encoder,CS2 COILING FMB46,,360,22/01/2016,3,JAM,2 Segundo,SI
227,L2_CS,ROBOT 2,Gripper,Se cae gripper,Se reemplazan tornillos.,CS2 ROBOT 2,,10,22/01/2016,3,JAM,2 Segundo,SI
228,L3_ITW,GENERAL,Sensor Alambre,Se desoldan cables,Se cambia conector de sensor,ITW3 GENERAL,,40,22/01/2016,3,JAM,2 Segundo,SI
229,L1_CS,HOT SET,conveyor,Colisiona conveyor por rodillo dañado,Se desatora cadena. Se cambian 5 rodillos. Se cambian 2 travesañoz. Se cambian 4 tornillos. Se solda guarda.,CS1 HOT SET,,70,23/01/2016,3,AIM,3 Tercero,NO
230,L2_CS,COILING FMB46,Hidráulico,Falla de hidráulico,Se borra falla y se activan las lubricadoras automáticas,CS2 COILING FMB46,,16,23/01/2016,3,AIM,3 Tercero,SI
231,L2_CS,COILING FMB46,Hidráulico,Falla de hidráulico,Se revisa conector de encoder secundario. La malla y los cables se ven en buenas condiciones.,CS2 COILING FMB46,,37,23/01/2016,3,AIM,3 Tercero,SI
232,LT2,LOAD TEST,Pisador,Se doblo base de los pisadores,Se enderezo base de los pisadores y se cambio tornilleria,LT2 LOAD TEST,,72,23/01/2016,3,JDEM,1 Primero,SI
233,L1_CS,SHOT PEENER,Piston de dedo de entrada,Fuga de aire,Se cambia silenciador de dedo de carga,CS1 SHOT PEENER,,23,23/01/2016,3,JDEM,1 Primero,SI
234,L2_CS,COILING FMB46,Forma superior,Se faultea drive y apaga hidraulico,Se iba a proceder a cambiar el cableado pero no se encontro en almacen. Se abrieron los conectores en ambos extremos y se limpiaron los pines con rn600,CS2 COILING FMB46,Perdida de señal del encoder interno del motor,127,23/01/2016,3,JDEM,1 Primero,SI
235,LT2,LOAD TEST,Pisador,Pisador desalineado por falla anterior provoca que el pisador voltee los resortes,Se cambio base de celeron por una con menor angulo para que no voltee piezas,LT2 LOAD TEST,,11,23/01/2016,3,JDEM,1 Primero,SI
236,L2_CS,ROBOT 5,Gripper,Se cae gripper,Se recupera gripper de tanque de enfriamiento,CS2 ROBOT 5,,30,24/01/2016,3,JAM,2 Segundo,SI
237,LT2,LOAD TEST,Pinza Transporte,Se cae oruga de pinza,Se reemplazan sensores y cableado reventado.,LT2 LOAD TEST,,105,24/01/2016,3,JAM,2 Segundo,SI
238,L2_CS,COILING FMB01,Encoder,Se apaga hidráulico constantemente,"Se limpian los conectores de los servomotores, enfocados más en los encoder. Los motores fueron los de alimentación de alambre. Al parecer hay que limpiar los conectores del slip control, que es el que está fallando ahora.",CS2 COILING FMB01,,35,25/01/2016,4,AIM,3 Tercero,SI
239,L2_CS,STRESS RELIEF OVEN,Barrera Fotoelectrica,Barreras del horno ocupadas,Se ajustan en varias ocasiones,CS2 STRESS RELIEF OVEN,Tornillos flojos de todas los sensores,50,25/01/2016,4,AIM,3 Tercero,SI
240,L2_CS,FINE PEENER,,Se escucha un ruido extraño dentro de la máquina,Se enciende en manual paso a paso y ya no se escuchó,CS2 FINE PEENER,,15,25/01/2016,4,AIM,3 Tercero,SI
241,L1_CS,SHOT PEENER,Elevador de Cangilones,Tensión a banda de cangilones,"Se saca acumulucion de granalla, se sella compuerta por tener fuga. Se da tension a la banda",CS1 SHOT PEENER,,122,25/01/2016,4,JDEM,1 Primero,SI
242,L1_CS,SHOT PEENER,Turbina 2,Tornillo que sujeta el immpeler estaba suelto,Se aprieta tornillo y se cambia disco de arrastre,CS1 SHOT PEENER,,85,25/01/2016,4,JDEM,1 Primero,SI
243,L2_CS,COILING FMB01,Motor del hidraulico,Se quema caja de conexiones y cableado,Se puentean los cables por no haber motor codificado,CS2 COILING FMB01,,65,25/01/2016,4,JDEM,1 Primero,SI
244,L2_CS,COILING FMB01,Aceite,Aceite muy caliente,Se reinicia maquina y se limpia filtro de intercambiador y se restablece reymsa,CS2 COILING FMB01,,35,25/01/2016,4,JAM,2 Segundo,SI
245,L2_CS,COILING FMB46,Hidráulico,Se apaga por error 2041,Se cambia encoder y puente elastico traido de planta 1.,CS2 COILING FMB46,Encoder defectuoso,121,25/01/2016,4,JAM,2 Segundo,SI
246,L3_ITW,COOLING TOWER GWK,Torre Enfriamiento,Se detienen las 3 bombas de la torre de enfriamiento,"Se cambian rodillos de ITW,  no hay en almacen y se cambian por los de arriba, se reemplazan esponjas",ITW3 COOLING TOWER GWK,"Le cierran a valvula de llenado, se apaga bomba de afuera.",60,25/01/2016,4,JAM,2 Segundo,SI
247,L2_CS,FINE PEENER,Cadena de arrastre,se detiene máquina,Se encuentra base de dedos suelta. Se solda y se coloca un dedo.,CS2 FINE PEENER,dedos atorados,28,26/01/2016,4,AIM,3 Tercero,SI
248,L2_CS,HOT SET,Conveyor,Se afloja plato y daña tornillo de la leva,Se cortan los tornillos doblados con el equipo de corte y se instalan nuevos,CS2 HOT SET,"El plato no estaba bien apretado, se gira y daño los tornillos",18,26/01/2016,4,AIM,3 Tercero,NO
249,L2_CS,ROBOT 3,Gripper,"Colisión de robot, se capan tornillos",Se sacan tornillos capado y se instalan nuevos.,CS2 ROBOT 3,Venían dos resortes juntos y parte de uno de ellos quedaba entre rodillos,24,26/01/2016,4,AIM,3 Tercero,NO
250,L1_CS,HOT SET,Unidades de doformación,No da las caargas el plato 2,"Secheca y encuentra tuerca floja y balero con juego. Se desarma, reaprieta y candadea. También se lubrica balero y se coloca grasera",CS1 HOT SET,falta de preventivo,75,26/01/2016,4,AIM,3 Tercero,SI
251,L1_CS,SHOT PEENER,Rodillos de arrastre,falla rodillo,Se revisa máquina y no se encuentra nada atorado,CS1 SHOT PEENER,la cadena puede tener poca tensión o el candado estar salido y atorarse con guarda,25,26/01/2016,4,AIM,3 Tercero,SI
